position,title
Q28003132,President
Q48997605,Vice President
Q20849513,Prime Minister
Q75013328,Minister of Commerce and Industry
Q18204369,Minister of Foreign Affairs
Q107492525,Minister of Tourism Development
Q73230904,Secretary of State for Finance and Budget
Q93365583,President of the High Authority for Media and Audiovisual
Q65129655,President of the National Assembly
